INSTNM,CITY,STABBR,HIGHDEG,CONTROL,HSI,ADM_RATE,SAT_AVG,UGDS,UGDS_HISP,FIRSTGEN_RPY_1YR_RT,PELL_EVER,FIRST_GEN,ICLEVEL,FTFTPCTPELL
Troy University-Dothan Campus,Dothan,AL,0,1,NULL,NULL,NULL,NULL,NULL,0.249147404,0.722014622,0.389845712,1,NULL
Troy University-Online,Troy,AL,0,1,NULL,NULL,NULL,NULL,NULL,0.249147404,0.722014622,0.389845712,1,NULL
Troy University-Support Sites,Troy,AL,0,1,NULL,NULL,NULL,NULL,NULL,0.249147404,0.722014622,0.389845712,1,NULL
Arkansas College of Barbering and Hair Design,Little Rock,AR,0,3,NULL,NULL,NULL,NULL,NULL,0.470588235,0.943820225,0.618421053,3,NULL
Harding School of Theology,Memphis,TN,0,2,NULL,NULL,NULL,NULL,NULL,0.622093023,0.448867536,0.205479452,1,NULL
Career Academy of Hair Design-Siloam Springs,Siloam Springs,AR,0,3,NULL,NULL,NULL,NULL,NULL,0.380208333,0.845505618,0.608843537,3,NULL
Career Academy of Hair Design-Rogers,Rogers,AR,0,3,NULL,NULL,NULL,NULL,NULL,0.380208333,0.845505618,0.608843537,3,NULL
Career Academy of Hair Design-Fayetteville,Fayetteville,AR,0,3,NULL,NULL,NULL,NULL,NULL,0.380208333,0.845505618,0.608843537,3,NULL
Career Academy of Hair Design - Fort Smith,Fort Smith,AR,0,3,NULL,NULL,NULL,NULL,NULL,NULL,0.845505618,0.608843537,3,NULL
University of Arkansas Community College at Hope - Texarkana,Texarkana,AR,0,1,NULL,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,0.550377834,2,NULL
Alliant International University-Fresno,Fresno,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.333333333,0.148734177,0.319298246,1,NULL
Alliant International University-Los Angeles,Alhambra,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.333333333,0.148734177,0.319298246,1,NULL
Alliant International University-San Francisco,Emeryville,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.333333333,0.148734177,0.319298246,1,NULL
Alliant International University-Irvine,Irvine,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.333333333,0.148734177,0.319298246,1,NULL
Alliant International University-Sacramento,Sacramento,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.333333333,0.148734177,0.319298246,1,NULL
San Jose Campus,San Jose,CA,0,3,NULL,NULL,NULL,NULL,NULL,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,NULL
Franciscan School of Theology,Oceanside,CA,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Golden Gate University-Los Angeles,Los Angeles,CA,0,2,NULL,NULL,NULL,NULL,NULL,0.514285714,0.602339181,0.52739726,1,NULL
Golden Gate University-Seattle,Seattle,WA,0,2,NULL,NULL,NULL,NULL,NULL,0.514285714,0.602339181,0.52739726,1,NULL
Golden Gate University-Silicon Valley,Santa Clara,CA,0,2,NULL,NULL,NULL,NULL,NULL,0.514285714,0.602339181,0.52739726,1,NULL
Humphreys College-Modesto,Modesto,CA,0,2,NULL,NULL,NULL,NULL,NULL,0.17791411,0.844936709,0.58974359,1,NULL
International School of Cosmetology,Costa Mesa,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.372340426,0.756989247,0.449086162,3,NULL
ATEP at IVC,Tustin,CA,0,1,NULL,NULL,NULL,NULL,NULL,0.344086022,0.978862974,0.425522648,2,NULL
Life Pacific University-Virginia,Christiansburg,VA,0,2,NULL,NULL,NULL,NULL,NULL,NULL,0.658146965,0.371428571,2,NULL
Marymount University - Waterfront Campus,San Pedro,CA,0,2,NULL,NULL,NULL,NULL,NULL,0.413533835,0.690366973,0.438502674,1,NULL
Marymount California University - Lakeside Campus,Lucerne,CA,0,2,NULL,NULL,NULL,NULL,NULL,NULL,0.690366973,0.438502674,1,NULL
MiraCosta College - San Elijo Campus,Cardiff,CA,0,1,NULL,NULL,NULL,NULL,NULL,NULL,0.981095176,0.509713977,1,NULL
Mount Saint Mary's University - Doheny Campus,Los Angeles,CA,0,2,NULL,NULL,NULL,NULL,NULL,0.455909944,0.661141805,0.497259201,1,NULL
San Diego State University-Imperial Valley Campus,Calexico,CA,0,1,NULL,NULL,NULL,NULL,NULL,0.578842975,0.702310586,0.411946193,1,NULL
San Joaquin General Hospital School of Radiation Technology,French Camp,CA,0,1,NULL,NULL,NULL,NULL,NULL,0.190578159,0.990540076,0.56420765,2,NULL
San Joaquin Valley College - Hanford,Hanford,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Online,Visalia,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,1,NULL
San Joaquin Valley College - Bakersfield,Bakersfield,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Fresno,Fresno,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Fresno Trades Education Center,Fresno,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Ontario,Ontario,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Modesto,Salida,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Rancho Cordova,Rancho Cordova,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Hesperia,Hesperia,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Temecula,Temecula,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Lancaster,Lancaster,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - San Diego,Chula Vista,CA,0,3,NULL,NULL,NULL,NULL,NULL,0.233347125,0.890573724,0.590503056,2,NULL
San Joaquin Valley College - Madera,Madera,CA,0,3,NULL,NULL,NULL,NULL,NULL,NULL,0.890573724,0.590503056,3,NULL
San Joaquin Valley College - Delano,Delano,CA,0,3,NULL,NULL,NULL,NULL,NULL,NULL,0.890573724,0.590503056,3,NULL
San Joaquin Valley College - Atascadero,Atascadero,CA,0,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
Jesuit School of Theology of Santa Clara University,Berkeley,CA,0,2,NULL,NULL,NULL,NULL,NULL,0.858369099,0.325604839,0.16505895,1,NULL
Wright Institute (The) -,Berkeley,CA,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Colorado Technical University-Denver,Aurora,CO,0,3,NULL,NULL,NULL,NULL,NULL,NULL,0.871918978,0.545876887,1,NULL
Denver Seminary - Washington DC,Landover,MD,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Denver Seminary - West Texas,Amarillo,TX,0,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL
Otero Junior College - La Junta High School,La Junta,CO,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
Otero Junior College - East School,La Junta,CO,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
Otero Junior College - Fort Lyon Colorado Coalition for the Homeless,Las Animas,CO,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2,NULL
Three Rivers Community College - Corrigan-Radgowski Correctional Cente,Uncasville,CT,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
Three Rivers Community College - York Correctional Institution,Niantic,CT,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL
Porter and Chester Institute of Rocky Hill,Rocky Hill,CT,0,3,NULL,NULL,NULL,NULL,NULL,0.319315221,0.811029598,0.536207477,3,NULL
Porter and Chester Institute of Enfield,Enfield,CT,0,3,NULL,NULL,NULL,NULL,NULL,0.319315221,0.811029598,0.536207477,3,NULL
Porter and Chester Institute of Waterbury,Waterbury,CT,0,3,NULL,NULL,NULL,NULL,NULL,0.319315221,0.811029598,0.536207477,3,NULL
Porter and Chester Institute of Chicopee,Chicopee,MA,0,3,NULL,NULL,NULL,NULL,NULL,0.319315221,0.811029598,0.536207477,3,NULL
Porter and Chester Institute of Worcester,Worcester,MA,0,3,NULL,NULL,NULL,NULL,NULL,0.319315221,0.811029598,0.536207477,3,NULL
Porter and Chester Institute of Canton,Canton,MA,0,3,NULL,NULL,NULL,NULL,NULL,0.319315221,0.811029598,0.536207477,3,NULL
Delaware Technical Community College-Owens,Georgetown,DE,0,1,NULL,NULL,NULL,NULL,NULL,NULL,0.786860092,0.499261448,1,NULL
